4814,3250,8064
9356,3638,12994
1149,5450,6599
6973,1945,8918
2467,2492,4959
7542,689,8231
4414,402,4816
5414,6071,11485
4207,2297,6504
6199,6827,13026
4513,6443,10956
4729,6719,11448
8919,9422,18341
5789,7020,12809
1363,5635,6998
2988,768,3756
9182,3631,12813
393,5702,6095
4081,9058,13139
2920,2935,5855
5445,3259,8704
2390,2003,4393
4891,3110,8001
6587,3472,10059
1429,4611,6040
1618,1238,2856
2148,586,2734
2889,4956,7845
4872,5156,10028
2491,63,2554
6046,9384,15430
2903,1202,4105
1214,6688,7902
7032,9877,16909
5936,143,6079
3094,3470,6564
6963,5583,12546
5411,1341,6752
9382,8536,17918
814,8357,9171
250,3472,3722
9919,6915,16834
1905,1512,3417
3378,8396,11774
1873,4263,6136
2867,7601,10468
7382,5980,13362
2934,3355,6289
8079,5168,13247
5149,4318,9467
6321,1040,7361
8663,2197,10860
8112,1884,9996
1676,50,1726
5628,4961,10589
50,7821,7871
4087,6957,11044
4274,4320,8594
8646,5804,14450
8613,9949,18562
9631,6379,16010
4493,5305,9798
1367,8988,10355
9790,7834,17624
4790,872,5662
6893,6284,13177
8065,1643,9708
5033,1689,6722
1117,5066,6183
3268,8356,11624
9053,9545,18598
6089,7360,13449
4984,8552,13536
5642,5593,11235
8041,7906,15947
6742,3024,9766
4918,7666,12584
1094,8694,9788
9346,5909,15255
9428,7677,17105
2852,6017,8869
7868,1058,8926
8371,3880,12251
5661,1665,7326
7367,3352,10719
2167,8952,11119
1008,5352,6360
1362,2188,3550
3190,6894,10084
6664,2073,8737
648,5580,6228
2428,4304,6732
488,3054,3542
5611,9731,15342
8811,5807,14618
6755,2944,9699
8403,3443,11846
9205,2312,11517
8619,7730,16349
289,9671,9960
1622,9503,11125
3027,2186,5213
2592,3958,6550
1316,1738,3054
7121,9241,16362
655,8132,8787
8357,8845,17202
5112,8005,13117
482,8149,8631
3587,6089,9676
4689,7552,12241
3951,9999,13950
4030,4105,8135
698,569,1267
4062,4053,8115
3819,3652,7471
6283,9060,15343
5322,1119,6441
6122,6548,12670
2037,4584,6621
6363,9540,15903
1993,3993,5986
7195,8190,15385
878,5551,6429
7649,4483,12132
570,6887,7457
9646,1971,11617
5514,6167,11681
3441,7,3448
6966,2041,9007
1720,1321,3041
7769,1357,9126
7625,3421,11046
9958,1232,11190
1423,3145,4568
6140,16,6156
9902,8331,18233
1227,611,1838
1912,1314,3226
5394,4435,9829
2744,9647,12391
4738,1144,5882
3937,1398,5335
6727,654,7381
4913,602,5515
2972,7074,10046
7760,8792,16552
3392,58,3450
9981,231,10212
5217,223,5440
6187,7946,14133
224,1593,1817
2292,354,2646
2951,9499,12450
7156,6036,13192
2355,3700,6055
7720,1309,9029
941,2053,2994
1023,570,1593
8501,857,9358
7865,3450,11315
2399,3935,6334
789,1154,1943
6939,779,7718
3895,461,4356
7648,2983,10631
8426,6431,14857
9123,2047,11170
6602,9117,15719
3014,205,3219
1362,880,2242
2654,8112,10766
8887,3670,12557
5717,2850,8567
4079,6113,10192
7466,611,8077
2081,5045,7126
7724,4449,12173
8759,9988,18747
3219,7098,10317
1507,6302,7809
2910,4068,6978
1639,5216,6855
9329,7523,16852
2825,5490,8315
9226,2241,11467
3878,4449,8327
355,3583,3938
3723,4330,8053
192,3483,3675
6813,5978,12791
3569,2677,6246
5455,6369,11824
552,5236,5788
5319,5237,10556
8902,5090,13992
9966,9982,19948
9918,8453,18371
3270,2641,5911
1102,384,1486
8760,6312,15072
691,6606,7297
2836,8529,11365
9011,8382,17393
7146,465,7611
3071,932,4003
3556,3442,6998
3004,6594,9598
9689,1189,10878
9184,931,10115
886,8649,9535
9799,7202,17001
8767,1114,9881
3343,1011,4354
9657,2399,12056
7743,5355,13098
8031,9076,17107
6977,7608,14585
6551,121,6672
8673,8183,16856
586,911,1497
9253,9191,18444
1282,1730,3012
4274,7534,11808
9427,8779,18206
789,9961,10750
5373,4376,9749
1001,7064,8065
2528,7012,9540
4069,6828,10897
1207,8135,9342
1992,4380,6372
1927,5936,7863
2622,2761,5383
79,5599,5678
5599,5174,10773
7745,419,8164
5595,9425,15020
8228,2953,11181
8577,7078,15655
876,5189,6065
5327,4531,9858
1134,4002,5136
9454,4279,13733
438,8165,8603
803,4509,5312
3983,7517,11500
2484,9785,12269
129,728,857
3888,6553,10441
1032,1862,2894
1917,5150,7067
3620,4709,8329
3395,741,4136
2367,1451,3818
9669,4807,14476
8937,6586,15523
591,6027,6618
5364,411,5775
8627,8422,17049
5936,1388,7324
9595,7119,16714
1803,4902,6705
9740,5969,15709
5570,2033,7603
5791,2009,7800
7684,5846,13530
8096,9846,17942
5826,2851,8677
7383,3226,10609
1971,4292,6263
8225,8554,16779
9101,5085,14186
5918,8603,14521
843,3465,4308
865,604,1469
4218,7737,11955
7980,2310,10290
151,1677,1828
3972,7848,11820
198,2903,3101
2235,7268,9503
4715,2484,7199
3391,9156,12547
8725,7882,16607
6721,1830,8551
2141,5450,7591
4493,7741,12234
3500,7040,10540
6116,9973,16089
4206,3974,8180
4618,520,5138
3077,9491,12568
4951,2765,7716
8874,2713,11587
4616,7379,11995
5451,3140,8591
7276,2751,10027
8244,9383,17627
295,2512,2807
9285,4140,13425
1991,2084,4075
8681,2393,11074
3286,3292,6578
2658,5739,8397
4593,938,5531
419,3530,3949
5375,1888,7263
4487,9849,14336
8394,7884,16278
7645,6244,13889
7352,3792,11144
869,780,1649
5162,7839,13001
9439,7209,16648
3196,1543,4739
8674,6877,15551
716,6227,6943
3896,2166,6062
4798,9383,14181
2398,7587,9985
4475,3578,8053
8121,1837,9958
3006,4453,7459
4684,537,5221
3228,1174,4402
9799,3448,13247
5478,7028,12506
4578,2830,7408
7441,903,8344
4314,3813,8127
4526,7536,12062
8523,4985,13508
5696,8277,13973
3646,2872,6518
1779,7898,9677
4050,1083,5133
3349,7112,10461
5669,5189,10858
23,6020,6043
1960,2715,4675
5101,6735,11836
5405,6991,12396
9681,7587,17268
9682,5310,14992
316,5883,6199
5368,3905,9273
3051,7616,10667
591,776,1367
9505,1442,10947
4746,2120,6866
7014,5317,12331
26,7410,7436
3890,5476,9366
3060,758,3818
5883,2633,8516
340,8677,9017
2838,8139,10977
7275,9454,16729
3410,2574,5984
4927,2604,7531
3378,9373,12751
5938,4685,10623
5636,1778,7414
9207,8074,17281
1565,5072,6637
1994,6846,8840
978,1009,1987
534,3449,3983
6234,9160,15394
2009,1549,3558
8067,852,8919
9597,658,10255
9275,89,9364
3621,8478,12099
3753,1936,5689
158,7073,7231
5497,2692,8189
7204,4333,11537
1439,1928,3367
789,7497,8286
6426,3793,10219
2857,2010,4867
1865,981,2846
3472,5006,8478
2009,7222,9231
9685,3709,13394
9154,7942,17096
5651,2151,7802
6059,8921,14980
5711,4925,10636
9215,9196,18411
5345,3233,8578
9540,9310,18850
3588,6421,10009
4175,427,4602
6703,8659,15362
1856,3451,5307
8970,3288,12258
2481,5149,7630
5114,9457,14571
2908,991,3899
5239,1510,6749
5108,9705,14813
53,2069,2122
5410,2499,7909
8774,4826,13600
9494,5619,15113
6159,6894,13053
9382,3498,12880
4339,1240,5579
3169,8692,11861
2494,9160,11654
1643,7031,8674
3969,2303,6272
798,7557,8355
3433,8596,12029
4365,5206,9571
3276,805,4081
2491,7809,10300
6970,5560,12530
6396,4489,10885
3858,5879,9737
7167,5132,12299
7840,7493,15333
7532,1959,9491
2532,693,3225
3133,982,4115
774,1780,2554
6524,4424,10948
9304,292,9596
6050,4930,10980
2695,3710,6405
897,2367,3264
5367,376,5743
4649,6393,11042
4655,8056,12711
6039,4709,10748
8189,4855,13044
7975,1412,9387
7503,7478,14981
2035,7052,9087
114,794,908
3303,562,3865
9753,2561,12314
8609,2857,11466
2081,3370,5451
5036,2381,7417
1537,1130,2667
4293,7503,11796
612,9003,9615
4383,4909,9292
54,3505,3559
2982,2224,5206
8489,3447,11936
7384,3625,11009
3965,3039,7004
6841,2912,9753
8493,6870,15363
5315,3804,9119
5654,5002,10656
2903,9080,11983
4948,4070,9018
4069,5302,9371
9036,4634,13670
9880,8440,18320
7545,3496,11041
8265,3118,11383
220,6813,7033
1299,5568,6867
8976,2935,11911
421,3370,3791
4209,6419,10628
5871,1379,7250
8371,843,9214
4953,4543,9496
4317,3800,8117
574,497,1071
8151,5768,13919
4144,3402,7546
3562,5218,8780
8813,8694,17507
7744,5290,13034
5231,1221,6452
6126,1246,7372
8125,4890,13015
7321,3623,10944
9045,680,9725
3523,4186,7709
2772,1676,4448
3338,5270,8608
5598,8322,13920
5110,5667,10777
797,4409,5206
2868,6590,9458
97,8024,8121
5032,8876,13908
7444,2432,9876
3177,8424,11601
3730,8254,11984
8769,1901,10670
3220,2242,5462
6286,1742,8028
5004,9046,14050
8014,3595,11609
2504,6119,8623
4015,5661,9676
3219,8197,11416
382,9570,9952
3213,2756,5969
4379,177,4556
9451,8785,18236
4690,7243,11933
7320,9878,17198
5597,891,6488
1248,2983,4231
1029,2997,4026
6924,9007,15931
5189,2313,7502
382,9843,10225
1853,5452,7305
9158,8693,17851
907,9723,10630
961,6081,7042
4154,6179,10333
4389,4108,8497
751,4235,4986
8330,9163,17493
4919,5340,10259
4738,9812,14550
215,4944,5159
3570,588,4158
9728,245,9973
4662,4733,9395
8543,5695,14238
5552,4064,9616
7682,3440,11122
3972,3907,7879
1858,7678,9536
1599,8052,9651
3308,9590,12898
7936,271,8207
4943,2658,7601
6409,5449,11858
2454,877,3331
8716,9327,18043
1797,5755,7552
9901,4739,14640
8495,3356,11851
9141,1176,10317
149,1063,1212
9759,6242,16001
9619,6351,15970
726,8049,8775
9024,128,9152
9181,7140,16321
4935,428,5363
7364,7201,14565
2940,1852,4792
7902,952,8854
710,523,1233
6250,3437,9687
5632,3313,8945
7394,7975,15369
9760,7749,17509
9236,6056,15292
7471,4807,12278
4267,7437,11704
4683,8403,13086
4153,7156,11309
7273,7007,14280
348,9870,10218
1758,8806,10564
9549,5581,15130
6687,1905,8592
3696,8444,12140
5182,4759,9941
3170,5701,8871
9391,2748,12139
2696,9326,12022
981,8491,9472
5512,5143,10655
1704,8979,10683
6927,8708,15635
4728,3784,8512
9751,191,9942
3417,3002,6419
8695,4644,13339
9912,9773,19685
5795,5941,11736
2733,6670,9403
5390,2115,7505
3627,3183,6810
5567,749,6316
8205,8891,17096
5938,3399,9337
7786,4576,12362
5541,7611,13152
655,4865,5520
854,1987,2841
3993,7083,11076
6730,8687,15417
6261,4696,10957
3270,2494,5764
230,914,1144
2141,4529,6670
1217,9303,10520
4528,5558,10086
8394,9632,18026
4535,9189,13724
8323,7113,15436
7787,9258,17045
4108,9404,13512
199,4185,4384
1165,9345,10510
3167,5420,8587
5879,2009,7888
5825,9211,15036
4477,3993,8470
6365,8895,15260
7622,2112,9734
8857,654,9511
9748,5660,15408
1385,8163,9548
6088,9296,15384
7770,5739,13509
7386,7743,15129
1656,5037,6693
7286,9660,16946
5853,2957,8810
6023,332,6355
4746,1335,6081
4974,7693,12667
4252,5218,9470
3114,2052,5166
8379,7832,16211
5067,177,5244
5501,125,5626
7514,6317,13831
8588,1060,9648
5155,2193,7348
8758,4010,12768
9150,8765,17915
9561,5997,15558
7292,5647,12939
9221,2414,11635
3840,2940,6780
1327,1399,2726
7121,3776,10897
4858,8850,13708
1558,8008,9566
3004,9874,12878
847,669,1516
4152,4950,9102
1721,6610,8331
856,3970,4826
3472,1864,5336
5443,8445,13888
3779,5376,9155
5233,2396,7629
3803,1910,5713
3933,3788,7721
6139,540,6679
1000,1530,2530
3778,3319,7097
2989,2893,5882
8679,8768,17447
9968,2347,12315
1617,6317,7934
16,1150,1166
5855,6663,12518
350,5224,5574
4839,5334,10173
1932,7564,9496
1707,9495,11202
4397,5510,9907
2822,4872,7694
200,7276,7476
5296,2310,7606
3625,8581,12206
4778,3011,7789
7828,3666,11494
995,9856,10851
5441,4862,10303
6649,9267,15916
4288,7815,12103
7526,8863,16389
6057,506,6563
7423,2575,9998
1583,1164,2747
3079,107,3186
5122,4266,9388
7919,9502,17421
8164,9741,17905
6327,7882,14209
4828,2929,7757
1199,9354,10553
719,7639,8358
7725,4802,12527
3582,3469,7051
6237,9020,15257
1348,9135,10483
7012,1334,8346
6894,4022,10916
2810,5239,8049
4844,3361,8205
8460,1319,9779
1881,7287,9168
7288,7913,15201
1445,3560,5005
1924,5873,7797
9200,2682,11882
9857,1584,11441
6018,3285,9303
8542,2442,10984
4623,2955,7578
6862,1908,8770
3038,8441,11479
6783,7674,14457
4043,8048,12091
2649,9830,12479
7859,7754,15613
1949,274,2223
5571,2286,7857
332,7914,8246
558,3476,4034
6009,8300,14309
9486,1247,10733
3372,768,4140
4651,1830,6481
1519,6106,7625
9806,9578,19384
6221,426,6647
1345,2464,3809
9666,396,10062
9781,8189,17970
7399,5091,12490
4809,2940,7749
615,5772,6387
9568,1544,11112
886,6854,7740
9740,9664,19404
6340,8475,14815
9558,2922,12480
675,1373,2048
1222,424,1646
2751,4403,7154
6486,1818,8304
231,8228,8459
6784,306,7090
1570,142,1712
7726,2247,9973
2585,5878,8463
9260,2447,11707
2521,4535,7056
6097,8779,14876
2039,7990,10029
3694,5546,9240
4499,4511,9010
3036,2537,5573
9150,7062,16212
5321,3342,8663
8940,770,9710
1614,2149,3763
6902,2209,9111
4529,3800,8329
1991,6787,8778
4640,1351,5991
386,5928,6314
7151,2953,10104
6563,7256,13819
5492,1528,7020
4500,2110,6610
549,8443,8992
5300,815,6115
5552,7545,13097
3383,7544,10927
5837,5535,11372
6095,8183,14278
1465,9123,10588
3002,999,4001
5601,1203,6804
2957,2755,5712
412,2595,3007
6662,4922,11584
4140,806,4946
2199,1641,3840
9667,3732,13399
5828,3179,9007
2361,7522,9883
7973,3628,11601
772,8715,9487
4889,935,5824
7813,6194,14007
425,2605,3030
7944,3716,11660
6095,8708,14803
6829,8063,14892
3878,3677,7555
519,8131,8650
7999,2518,10517
9044,7410,16454
3729,5344,9073
5282,7212,12494
1918,8722,10640
8015,7940,15955
173,6972,7145
719,2797,3516
6106,1593,7699
2040,3353,5393
1354,1132,2486
7740,7861,15601
5566,2688,8254
463,1000,1463
8315,3429,11744
8454,4493,12947
7913,7312,15225
6773,1358,8131
5718,5505,11223
8457,9760,18217
1250,2455,3705
3640,6756,10396
8461,7794,16255
4583,5802,10385
9354,827,10181
4560,7649,12209
9840,4909,14749
6283,224,6507
7927,4771,12698
9580,7823,17403
7042,4778,11820
3494,7827,11321
9613,9803,19416
8494,6187,14681
8564,2714,11278
4963,6837,11800
5466,174,5640
6887,8409,15296
5814,4328,10142
5987,7757,13744
8324,8609,16933
2412,1049,3461
6889,8577,15466
7832,5171,13003
6214,3155,9369
93,7951,8044
2989,4655,7644
4452,6615,11067
203,4847,5050
6360,4020,10380
4192,2762,6954
6030,1068,7098
106,7910,8016
1815,8678,10493
3623,2194,5817
6675,4914,11589
2716,1404,4120
1112,4496,5608
1620,3160,4780
2863,5618,8481
8789,7366,16155
4687,3007,7694
2817,4116,6933
3731,6418,10149
5880,6801,12681
3020,1764,4784
1493,8816,10309
8471,189,8660
9372,397,9769
492,4603,5095
8415,1917,10332
4925,6340,11265
9772,8366,18138
8252,5289,13541
3268,1070,4338
7241,4202,11443
2990,8304,11294
3714,2627,6341
9650,4923,14573
4181,4833,9014
3414,1115,4529
329,974,1303
139,7387,7526
2572,3824,6396
1391,5180,6571
801,2834,3635
6029,8963,14992
4789,8820,13609
3879,4442,8321
8362,7909,16271
268,6117,6385
8220,5312,13532
1574,1362,2936
382,8590,8972
3460,3116,6576
2326,7111,9437
8153,3060,11213
7693,3542,11235
8406,8681,17087
2914,3323,6237
8440,5525,13965
5170,629,5799
4932,534,5466
1879,9336,11215
4214,6081,10295
5143,9977,15120
6080,8039,14119
9905,5275,15180
2654,8633,11287
7479,1756,9235
9998,8803,18801
3084,5297,8381
8959,8685,17644
4020,8462,12482
6340,1388,7728
4219,9625,13844
4167,69,4236
7039,9338,16377
2900,9331,12231
396,1675,2071
6524,6734,13258
1974,1641,3615
347,717,1064
6146,5252,11398
1929,6781,8710
1140,8978,10118
1192,2974,4166
356,1574,1930
3059,7419,10478
4648,8679,13327
7899,4243,12142
3362,7509,10871
1481,9403,10884
2461,6677,9138
3165,3151,6316
9886,8,9894
501,3089,3590
1877,8163,10040
1030,3776,4806
8297,9391,17688
9815,801,10616
1119,4129,5248
3475,9915,13390
7407,2637,10044
2144,1364,3508
666,2705,3371
4667,9498,14165
5360,9966,15326
7142,1494,8636
4057,8138,12195
8419,3902,12321
6874,7514,14388
7585,7185,14770
2161,9931,12092
7016,9225,16241
6171,9847,16018
5565,5074,10639
5086,6387,11473
6201,4436,10637
7972,6941,14913
3881,2215,6096
1519,430,1949
3167,1998,5165
5101,486,5587
8029,223,8252
1928,5665,7593
1537,5616,7153
1118,3195,4313
2378,5113,7491
9185,8758,17943
9786,6412,16198
8860,5688,14548
6981,3389,10370
8561,2847,11408
5146,5968,11114
8338,6253,14591
9039,6735,15774
1900,9823,11723
3857,3467,7324
2032,972,3004
9724,9907,19631
944,5259,6203
789,3017,3806
304,7793,8097
9763,4605,14368
6807,1602,8409
8727,9659,18386
9921,5905,15826
5567,1950,7517
9788,3759,13547
7994,2219,10213
7424,623,8047
1837,3364,5201
7255,3897,11152
5919,3236,9155
99,3019,3118
7166,4232,11398
6540,6454,12994
8952,4507,13459
9797,5208,15005
4124,9017,13141
4217,4896,9113
8702,4015,12717
8116,849,8965
5806,7441,13247
2683,4906,7589
2007,6355,8362
248,8311,8559
1404,9152,10556
4115,3038,7153
6658,2594,9252
3580,542,4122
5307,6619,11926
723,4326,5049
5896,4441,10337
2915,4747,7662
1730,6585,8315
6403,9785,16188
9921,5437,15358
6147,801,6948
1214,9533,10747
8115,5733,13848
6465,4846,11311
3713,7223,10936
7805,6398,14203
8448,6130,14578
306,9663,9969
4966,5544,10510
5344,3510,8854
4034,8245,12279
7589,4266,11855
4129,7178,11307
408,9135,9543
581,5121,5702
189,2816,3005
7379,8971,16350
5591,2957,8548
2787,1746,4533
8377,7156,15533
6383,8462,14845
6321,4273,10594
5735,9514,15249
7463,2255,9718
4401,1127,5528
7952,8163,16115
9896,1847,11743
3838,2853,6691
6410,9870,16280
4493,4859,9352
1921,8692,10613
7809,6564,14373
8080,1582,9662
311,5654,5965
29,5510,5539
839,9012,9851
2394,5512,7906
9052,8091,17143
7737,3468,11205
988,1060,2048
4742,180,4922
7173,7918,15091
5812,6122,11934
4500,5378,9878
1746,7745,9491
526,2208,2734
5580,7851,13431
616,6549,7165
2154,8146,10300
2139,5276,7415
9059,1338,10397
4543,64,4607
1387,92,1479
3576,1355,4931
1427,6447,7874
3874,2648,6522
2251,7036,9287
1353,1272,2625
8184,1860,10044
3199,3425,6624
1105,1370,2475
9617,2089,11706
2081,2523,4604
3231,7025,10256
3287,7468,10755
2710,9189,11899
9122,5888,15010
8873,4608,13481
1702,2819,4521
9056,9512,18568
3014,8785,11799
7879,4800,12679
6927,1697,8624
7757,7294,15051
3162,593,3755
3657,6562,10219
9686,6188,15874
4483,8444,12927
6908,9736,16644
4532,5301,9833
2766,9432,12198
789,1663,2452
5149,1422,6571
7527,6179,13706
9855,4149,14004
3197,7888,11085
1284,7462,8746
3759,4789,8548
4060,7526,11586
4724,8601,13325
2423,5970,8393
920,1353,2273
4482,7435,11917
6740,9922,16662
5467,2247,7714
9690,7964,17654
4353,1541,5894
6836,927,7763
1410,1258,2668
8193,8966,17159
4946,6746,11692
9728,5424,15152
7491,8935,16426
1686,4818,6504
1313,5505,6818
474,9294,9768
4749,6057,10806
9856,9458,19314
573,4340,4913
4215,9677,13892
1349,8856,10205
1462,9136,10598
5921,3845,9766
8248,1171,9419
1705,8779,10484
6572,533,7105
5611,8207,13818
4714,3138,7852
7104,7806,14910
5742,3942,9684
7007,9424,16431
4706,6183,10889
8634,1835,10469
4151,3100,7251
3066,5955,9021
4317,6464,10781
8391,8857,17248
9160,3343,12503
7169,9260,16429
8938,9101,18039
2043,8286,10329
225,6867,7092
1832,6176,8008
560,9798,10358
5209,799,6008
726,8631,9357
3180,386,3566
5934,6466,12400
3589,6176,9765
5887,7844,13731
8744,8847,17591
6639,7614,14253
3982,433,4415
805,1118,1923
8703,8943,17646
1734,1824,3558
5332,8148,13480
7369,6733,14102
4341,7491,11832
6439,936,7375
9357,5459,14816
4586,2400,6986
8973,5055,14028
9189,8876,18065
6858,8437,15295
2183,7106,9289
7911,8736,16647
6875,3450,10325
7553,3979,11532
4827,2471,7298
4060,7775,11835
2135,8712,10847
4352,4709,9061
3286,7587,10873
856,1208,2064
4360,6556,10916
7607,6179,13786
149,9835,9984
5377,5929,11306
6816,1771,8587
4032,1064,5096
3591,5323,8914
8555,251,8806
4945,6164,11109
7814,8337,16151
6171,6219,12390
3214,4737,7951
3538,9066,12604
5427,9903,15330
3916,9020,12936
1846,3940,5786
7962,1269,9231
6242,7017,13259
1323,8717,10040
118,8230,8348
571,3028,3599
3374,3094,6468
3492,3280,6772
9498,4849,14347
2778,2281,5059
3399,8557,11956
4598,5190,9788
5419,6458,11877
2788,1812,4600
7448,6643,14091
2199,5373,7572
1745,5899,7644
5959,9885,15844
4876,5225,10101
8758,2455,11213
3807,8103,11910
4906,1599,6505
1405,8647,10052
336,6194,6530
1775,5303,7078
5679,9737,15416
6355,5483,11838
1978,6062,8040
768,94,862
6340,2779,9119
9506,1291,10797
5477,5755,11232
1079,357,1436
9018,4888,13906
1525,9148,10673
2289,2188,4477
3098,7657,10755
3516,3979,7495
2600,4666,7266
1725,3864,5589
3131,9439,12570
1621,8506,10127
5290,3763,9053
3012,3588,6600
9742,2769,12511
1697,9586,11283
2738,9770,12508
5920,5914,11834
3921,8700,12621
4996,5809,10805
4481,2593,7074
3939,7783,11722
